Text,Is_PII
I'd like to modify my trip but its not letting me change the date,
If I travel long distance can I get off at towns along the way and then get back on the the next train?,
I'm lookinf for hotels that are closer to the Plaza center in Orlando,
I was stuckon a train in Oxnard for several hours last night.,
"Hi, I am riding on the NE Regional for Christmas and I need to take my dog with me",
"Does the Saluki run to Chicago Union Station on Friday, Nov. 27?",
"hi, are there any trains going from phiilly 30th street station to new brunswick nj monday dec 21 in the morning?",
I booked a trip for 2 students. Ticket # ############# Need e ticket,
"What deal should I use to save money going to New York City from Providence, RI?",
I am bringing my daughter who less than 2 yrs old and got my ticket using cname- points. Nowhere did it say anything about my daughter. Do I need anything for her on the train?,
I'm trying to book a train. I think when i choose business class seat it is messing things up,
"We are taking a train from Pittsburgh to Chicago, can we check in luggage?",
"I have a quick question. I just wanted to know before I buy my ticket, if I don't make it to the scheduled time of departure, can I ride in the next available trip going to the same destination? Thank",
"How long is the train ride from Philadelphia, PA 30th street to Washington, DC Union Station",
"I am in the hospital. I don't have my ticket with me, but I need to cancel my trip ..Fort worth to Austin and return.",
I just filled out all my information for a ticket purchase and then the page timed out so I don't know if I actually purchased the tickets. What do I do now?,
I would like to look into getting a trip voucher for a Christmas present,
I will be traveling from Canada to US to visit friends and would like to take gifts. Are there restrictions?,
"Can one leave from the Lompoc, CA station and travel to San Diego, CA?",
are there any stations near --------------------------------------------------------------------,
I am going to san diego and need to know which of the San Diego is at Santa Fe? SAN DIEGO (SAN) OR SAN DIEGO SORENTO VALLEY? SO I CAN BOOK IT NOW. -----,
i purchased 4 tickets from Vancouver to everett butnow need to go to seattle. what is best way to extend our tickets?,
im looking to see what the fare would be from san luis Obispo to los angeles round trip dec 14 departure return dec 18,
"I NEED THE PRICE FOR ONE TICKET, SENIOR RATE, FROM MKE TO WPB. THE DATES ARE: jANUARY 1ST TO jANUARY 23, 2016",
"What time does the 612 pm train from Washington, D.C. Arrive to metro park on November 24",
how much is round trip ticket from ardmore oklahoma to wood river illinois,
What is the total cost of taking the Auto train from Florida to Virginia with a Saturn Vue for 2 Seniors,
need to know what time train leaves from camden s.c. nov.25 15 after 2pm?,
"wht time does the train from union station,chicago,il,get in to the alton,il station(it leaves at 9:30 p.m.)tomorrow marning,november 19,2015?",
"I am trying to return from San Diego to Anaheim on the 27th on the 1:30 train. When making my reservation, the return train available only shows 10:49pm arrriving in Anaheim at 1am",
having difficulty online booking...need to know schedule for leaving orlando on dec. 15 to savannah,
Ok so how much stuff can we bring on the bus for four passengers?,
I am trying to schedule a round trip train ride from Indy to Chicago. I have my departure selected for 4 coach seats 6am departure....how do i select return times? or what do i do next?,
i just booked a ticket for 230 but i wanted the 325 train.,
i received pricing of $376 from ATL to WAS with 3 adults and 2 kids. Is the $376 one way or round trip>,
where can I find the name and number of stops from Emeryville to Reno,
I am trying to change a reservation for a zero $ amount charged. It does not go through because the card that the original reservation was made with has expired,
"Hi there, I booked train tickets from detroit to chicago and can't find the passes I printed off. Am I able to reprint them:?",
i am trying to purchase 2 tickets and when i enter the authentication information it does not accept it. I have confirmed with my employer that the information is correct.,
"I bought a ticket from Washington Dc to Chicago departing at 4:05 pm at 03th January 2016, Im not gonna do this trip anymore",
I would like to use my ticket on an earlier train. the fare appears to be more. Will i have to pay the difference in the fare?,
i want to book 2 roomettes for my family. can i book them so they will be next to each other?,
What's different between the business class seat for $160 and business class seat for $277 on 11/27/15; 11am Acela?,
How much is a 1 way ticket to Woodward ave. Pontiac Michigan,
Are you able to buy tickets on the train from the conductor?,
Greetings: I have a friend who would like to take the train from Chicago to North Georgia approximately 70 miles north of Atlanta. Would this be possible?,
"hello, can i take a train from New York to Washington DC and send my checked baggage in another train accept baggage",
"I JUST PURCHASED A TICKET FOR MY SON, THE RECEIPT AND ETICKET WAS SENT TO MY EMAIL. WILL HE NEED IT OR CAN HE JUST USE THE RESERVATION NUMBER?",
Are there two seats on the 6:05 train from Joliet to bloomington normal?,
"how much is a tain ticket from largo florida to fort madison,iowa wife is disabled",
If we need to cancel our trip due to illness how far in advance must we do this in order to get a full refund.,
After I book a ticket it says please be patient while your bank authenticates this transaction.,
I would like to see trips leaving from a particular city. How do I find that information? Thanks!,
I just made a reservation and I gave the wrong email address,
I just clicked purchase and the next page was an error navigativg through the site - I dont know if my ticket was purchased,
"I just booked 1 way ticket to Florence, Sc 1 min. ago for 11/21/15 @ 3:15pm for $144.00. My I'm booking for my husband now theprice I see for the same tripis $185. Can you give it to me for $144 als",
need to book round trip but departure says must book with train,
I was trying to see about pricing and availability to go from Baltimore to NYC to see the Rockettes,
What is being done about train 95 that stranded passengers last week in virginia,
hi just realised that I typed wrong surname in my ticket. how can I correct it?,
I just booked a first class ticket for Nov 30 and I did not receive a confirmation. Do you show a record of my reservation? ------------ Metro Park to South Station Boston?,
You show a price os $111.00. Will that cover the round trip ticket price,
i have reservatons for 6 on 11/21/2015 and need to cancel one ticket,
how do I add my points from a past trip - they are not showing on my account,
"I have a reservation for December 3, but like to change my reservation for below. pls advise.",
"On the Heartland Flyer, what is the difference between the 2 ticket prices? One is $39, I believe, and the other is $46.",
"Hi -----, need a receipt for a travel that was already done. # --------------- from George Washington University. Date 10/05/2015",
Hi! I accidentally deleted my confirmation and ticket emails from both my inbox and trash. How can I get my ticket for a train on tuesday afternoon?,
"if i said i want roundtrip and i have chosen the departure seat, how can i see the return options?",
"Hi me and my fiance need to catch a train out of milwaukee wi, in the afternoon. we r arriving n milwaukee at 1:05pm on a lamers bus and would like to ride a train to cincinnati.. is it possible..?",
"Hi, -----. I forget my password, and entered my email to reset it. But cname- hasn't sent me any emails regarding password resetting, and I'm wondering what's going on here",
"two persons with disability, and we have one paid certificate from cname-",
"How will i be able to find where to Pick up bus travling to Longview , TX from Shreveport La Airport.",
"Hi -----. I recently made reservations, but could not find my account at that time. How do I add those reservations to my account? Here is the info if needed ------",
I got on wrong train. My ticket is 93 to Wilmington de. They tell me the train is going to Harrisburg. Can I use this ticket and get off in paoli pA,
"What is the phone number to the Salt Lake City station? I have the address 340 S 600 W; SLC, UT 84101, but I need to actually speak with someone there.",
Is $61.20 the price of a round trip ticket from Altoona PA to New York City?,
do you forsee any problems with the 5:55pm train going to NY today? I just cancelled my flight to get on the train,
I have a daughter stranded in charleston sc her husband is station in italy airforce she cant get home to him now so she needs to get to his folks here in montana sidney can you tell me how much that,
I need to cancel a reservation. What do I need to do?,
I forgot my password and the system is not sending me an email as requested.,
"2 Carry-On Bags — 50 lbs. — 28"" x 22"" x 14"" Each",
my party of 7 includes a baby under 1 yr old so is that why her name is not on the ticket?,
I have a Transportation Certificate for $120. How do I apply that to a new purchase?,
"Can I take a bicycle on the Adirondack train from Plattsburgh to Saratoga Springs, NY?",
My family member needs help off the train can I meet her at the train,
Better signange in Virginia on I95 directing you to the autp train.,
is the price i see correct at 55.$ rt pdx to evr,
I I am hopeful that the train will be available from Princeton to the quad cities,
I am trying to go from Providence RI to Rutgers U in New Brunswick NJ. There does not seem to be service?,
what is the stop before mine? I am traveling on the empire line from rochester ny to croton harmon,
Looking for a train to board with my car on February 14 -21 from Washington to florida,
I am trying to schedule a trip for my son who is 13 traveling alone,
Just signed for rewards & it doesn't show or have a way to enter my current booked trip Resv #: ------,
i have not recieved an email with my etickets that I booked this mornng. Is there any way I can check on those?,
"I need to book my son on a train but he has a large bag and the train says no checked bags, are there any options",
"Once i book a ticket, can I easily change to time on the way back",
"Exchange Voucher - how do I use it? I am about to buy a ticket for next Monday, how do I insure that I get the credit of $19 on my exchange voucher? Thanks.",
is there a direct train from Irvine ca to Laytonville station ca?,
I purchased a ticket for ----------- for tomorrow. Merced CA. to Fresno. Did it go thouugh,
Hi. Do I have to join for student savings or just have id,
how to get disability discount my son and I both have medicare and are on disability,
"my teenage daughter wants to go to University of CA, Santa barbara tomorrow from LA Union Station. What is the best way?",
I wanted to travel from Stockton Ca to Oakland ca by train only on Sun Dec 6th,
hi whats the closest i can get to talahassee fl if i board from miami fl,
I bought a ticket . How can I print out a boarding pass?,
I'm checking on prices from Sacramento to reno Nevada however I cant access prices oh btw thats leaving tonight return tomorrow!,
It will not let me say how I want to receive my tickets what can I do?,
"Hi, I am trying to pay with an voucher, but the amount for the voucher is not coming off the total",
I purchased my dad a ticket to come home for the holiday. If he can't come can he use the ticket for a later date? FYI I purchased the insurance.,
Did my reservation go through? Just received an error box. This is ------------.,
I want to leave Seattle for Portland afternoon of 12/11 and return from Portland to Seattle the afternoon of 12/13. . . website says there's it can't find service. I would like most direct route.,
Hello i booked the wrong ticket is it to late to switch it if my train leaves at four oclock?,
"hello, I am on the website and it is showing cname- Cascades takes 5hrs 28 mins from Vancouver BC Canada to Tacoma Wa, and that Coast Starlite leaves at 9:35 an and arrives same destination at 10:21-",
"I would like to find out the cost for 2 adults and 1 senior to travel from MSP to Gilman, IL and back in early December",
I need to cancel a coach ticket. How do I do it?,
"I need to schedule a round trip ticket for 1 adult, picking up 1 child for the return trip",
"Why does the fare show 16.75 Eugene to albany, OR on 12/13, but when I add to cart it shows 19.00",
Do you have a train route that would get from Albuquerque to Louisville Kentucky,
Hi! I was wondering if you need to check in 3 days prior to your train departing? I am new at this and will be leaving on Wednesday so I want to make sure everything is squared away. Thank you,
can you track a trains location? daughter and grandkids on train 11,
I need to book from Chicago to buffalo newyork for this evening,
hi. we have always been able to select vision impaired need assistance but this time I couldn't find it,
can you book bus only through cname- or does it have to have a train also,
what station can i leave today from san francisco civic center to claremont ca?,
"Is there a bus from El Dorado Hills, Ca to cname- Sacramento, Ca.",
Can I take a small dog if he is in a carrier.,
Did 8714 Thruway Bus leave Klamath Falls on time at 9:50 today?,
How do I pull up the return schedule for a round trip from Albany to Penn station on25th Nov. return Penn Station to Albany on 29th Nov?,
i am getting an error on choosing a route which says that there is an issue,
Have bought a ticket from LVS to KCI coach. Hoe are seat assigments done ?,
I was looking into reserving a seat on a train a couple weeks ago but I put it off and I was going to book it today. The price is about $30 more. I've never taken a train before.,
"Hello, I have an email on my phone with my ticket information. Do I need to print it out or can I show the email to the conductor with out printing out?",
How can I purchase this ticket for Tuesday 11/24 from NCW to BON?,
Hi I thought I booked a trip but dont see it in my account,
where can i buy a bus ticket if there is no station,
how can i change travel dates on a ticket that was already purchased,
How soon before my train leaves should I arrive at the train station,
"im scheduled to leave out of columbia,sc to jacksonville, fl returning Saturday night. is it to late to purchase a ticket for a 3yr old",
"I am trying to buy tickets for our family , I need some help.",
I'm confused - adult tickets are from 13 yrs to 61. Can my 15 old granddaughter go & on the train & be resosponible for her 10 yr sister?,
I have reset my password multiple times and still can't log in,
Can I cancel my reservation for 11/24 for a refund or credit?,
If I book a sleeping car do I have to share with a stranger,
I heard that I can buy and 'on-off' pass for $500 which allows interrupts in trip. Is this true. Can you send me more information about this. Thanks,
----- my Name ------------- I booked a ticket from Providence to New York for the 27th November I did not see my confirmation,
Hi -----. I forgot my log in password & I keep trying forgot password but I still have problems. My name is -------------------- and my cname- Guest Rewards # is ##########,
I am tryin to fill out an app. for cname- credit card I already have my reward card.,
cname-'s site is the worse. I've changed my password and it still keeps telling me it can't log me in.,
I have round trip reservations for ---- and --------------------------------------- to --------------------- leaving Nov. 24 returning Nov. 28. I need to print the tickets again. Lost in relocation.,
How do I get a receipt for a trip I took last week? I need to submit to my company for reimbursement,
cAN i LEAVE MY CAR AT dEERFIELD WHILE AWAY ON MY TRIP?,
Please provide auto number information for those who may have lost ot,
Hi -----. How do I associate an existing registration with a new profile?,
I am looking to see how much a round trip ticket from Atlanta Ga today for an adult and a month old child round trip to Phila 30 station would cost with a return date of dec 5th,
"Hi there, I wanted to cancel a trip scheduled for today. I couldn't seem to find it with the record locator numbers I got in my email so I was having trouble canceling the trip on my own.",
Good morning. I entered my email address to hvae my password reset (twice) and no password was sent to me. I checked the Junk/Spam folder but there is nothing. How do i rectify this?,
i am trying to buy tickets< i don't see where the purchase key is,
When does the cname- train leave Portland OR for Vancouver BC on Dec 28?,
MY PASSWORD DOESN'T WORK. I RESET AND IT STILL DOES NOT WORK,
WHAT STOP DO I GET OFF AT IN SAN FRANCISCO FROM SACRAMENTO CA,
Phone number? Looking to make long day visit to Seattle on November29th,
I can't not find a ticket from Shreveport LA to Waco TX,
I would like to change my destination from Boston South Station to Boston Back Bay. How can I modify my reservation?,
Hi there. I work for a non profit organization and we are inquiring about in-kind advertising for our accessibility programs. Our office is located in New York City & in close proximity to cname-,
when will the train from St. Paul To Everett Arrive in Everett,
Hi I wanted to receive a quote for transporting my vehicle from Miami to Los Angeles.,
I have not received tickets or a confirmation for a ticket I bought two weeks ago,
Help me with round trip fares from Tacoma WA 12/19/15 to San Juan Capistrano CA returning 12/27/15 lowest fare.,
can you help me I need to get a round trip ticket from Chicago IL to Riverside California,
I chose value because it offered student discount; but I don't see that option as I order,
"Hi. I am trying to book my travel, and I am disabled, but can't figure out where to click for disabled status.",
"how much is the roundtrip ticket from Metropark, Iselin, NJ to Atlanta, GA",
"I keep getting a spurious error message ID 108A saying ""cannot find train service matching your request"", which of course is not true, I travel this route routinely. What is the problem?",
I am having trouble figuring out how to book a round trip ticket from Chicago Union Station to Champaign Illinois,
DO I HAVE TO GET TWO SEATS IF I ONLY NEED 1,
do i need to buy a ticket for my 3 year old,
I need to pick someone up from the Union Depot in St paul Minnesota. What address do I put in my GPS,
Hi ----- I purchased my ticket this morning and I did not recieve,
what time should i arrive at the Sacramento station for a 12:10pm departure?,
"I am trying to book round trip tickets from Richmond, Va to New York City from Dec. 20 -22. Why is it making me return on the 23rd?",
I booked a train but it is departing from BWI and I want to depart from Baltimore Penn Station,
"I'm making a reservation for two people and don't understand what the ""4 business class seats"" means on both departure and arrival trips.",
"Im trying to find the price for a round trip for 2 aaa adults from columbia, sc to penn station in New york leaving Dec 10 and returning dec 13",
"i have a ticket now, going from boston to savannah, but I want to add a sleeper to this ticket",
I can't find an email that was sent to me with the reservation number for the thruway bus. I only have an itinerary page. How can I find the reservation number?,
I booked an e-ticket but it never showed up in my e-mail,
Where can I get information about cname- packages from Albany for attending Radio City Music Hall Christmas show?,
I am traveling with my husband and 2 children on the 9;46 from 228 Westwood station tomorrow for New york . w e have 3 roller type suitcases how do we check them nfor the trip?,
I have a questions about the 92 Silver Star from Tampa to Charlotte,
I made my train reservation yesterday. The pdf ticket was supposed to be sent to my email address. I did not receive the email.,
"Hi, i would like to change the time of my trip. Would that be possible?",
I am interested in going to New Orleans sometime in March 2016. there will be 3 passengers and one of those is in a wheelchair. I need dates for that month when the train is avaliable.,
"what is the closes train station from one university drive, orange ca to go to san diego",
Do I need to provide identification for my 5 year old child?,
I have a reservation on thanksgiving morning and just remembered I also have an upgrade certificate. how can i apply it to my trip,
Hi im looking for rates leaving Flordia to Texas with a dog,
i need help getting a receipt or invoice for a trip I took,
How do I prove my senior age when buying an e ticket online?,
I cannot find my new E-ticket for my revised trip to ct.,
"what is the fair from NYC Penn Station to Philadelphia on Tuesday, December 8th in the evening?",
I wish to travel from San Luis Obispo to San Antonio but not through Emeryville.,
HOW FAR IN ADVANCE DO WE NEED TO SHOW UP BEFORE OUR DEPARTURE?,
"Can we call our station, Buffalo Depew, to ask a question about parking there?",
I have my ticket for an cname- vacation. How do I read the ticket to insure I get the rooms I selected at time of purchase?,
I am getting a random email saying i need to pay for ------ . is this spam? I don't use cname-,
hi bought a first class ticket but it does not say so on the ticket i printed ho come,
"does the Cary, N.C. station have lockers to rent to put your bags in while waiting for the train to Durham?",
"I am trying to apply an evoucher to this purchase but it is not allowing me to do this.,. The voucher # is ---------- - can you fix this?",
"I am traveling coach on 516 today to Stanwood,WA. Will the conductor have assigned seats for us before we board?",
I already purchased tickets but they have not been mailed to me.,
"A few months back, I applied for an advertised job with cname-. Is there any way to find out what is the status of my application - are they considering me, not considering me ?",
my computer is having problems and I can't get a confirmed change of schedule. my reservation number is ------. I made a change from Dec 1to Dec 3. Can you make the change for me.,
I am taking the NE Regional #65 leaving OSB at 11:53 pm to NPN. Will there be cafe car service on this 12 hour trip?,
"I live near Springfield, MO. want to get to Jacksonville, nc. Best route?",
"Can you please send me a list of when the train arrives in Reno, Nevada?",
I'm wondering what time the train arrived from Washington DC in to the Sanford Florida station this morning,
Looking for saver fare to Pen Station (NYC) from RNO anytime can you find one ?,
"Hello, I was a passenger on the cname- going from saint Louis to chicago. I lost my phone and I was wondering if your staff has recovered it. It's a cracked black iphone 6. Please contact me asap.",
"Do you have service between Kingman, AZ to the Grand Canyon Rim",
Hi I purchased a ticket from Oceanside CA to Los Angeles Union Station on the surfliner train tomorrow (Thanksgiving).,
"If i have an evoucher and know that I will not be able to use it within the year, can It be a refund instead?",
Hi ----- I was just wondering about open on a train going to Macomb.,
I am trying to book a train/bus route but it willnot let me,
If a cname- bus is running late to get passengers to cname- train will train wait a few minutes or no train doesn't wait,
is there a phone number to call to see if a train is on time?,
I am trying to get from King Street Metro Station to Route 1 and Guston Rd.,
We have a small service dog. Are there stops on the way to let dog out to bathroom?,
What seats are available on the 515 train from Chicago IL to Springfield IL,
"i purchased tickets online, but accidentally sent them to the wrong email. what can i do to recover my e tickets?",
when oh when are they going to put a route through Ft Woth west to El Paso and Fort Worth to Denver so we don't have to contend with those crowded busses,
Hi I need to change my room type for an existing reservation,
I will be buying a ticket for my son from Peoria to Albuquerque. I am buying the ticket online. The train station is in another city so he will have to take the,
HOW MUCH IS ONEWAY TICKET ON SILVER STAR IN A FAMILY BEDROOM PLEASSE,
I have a 13 lb terrier. Can I take her on the auto train from va to fl?,
My wife had a stroke in the St Paul area. I'm in Green Bay. What's the best way to get there fast?,
"Hi -----. I liked to book 2 senior tickets for Dec 19 round trip and in the return on Dec 22nd I like to add two Adults and tow children ages 12, and 10",
I'll be leaving Fullerton CA and need the name of the San Diego station near Little Italy/Seaport Village,
I made a change in my round trip ticket but didn't get a new ticket. Do I need one.,
Hello. I bought a 2 way ticket and lost it is there a way to get a replacement,
"i have two carry-on bags plus a cpap machine, would that be okay?",
I checked on line to buy tickets but it said there was no seats left but when I called them they booked me a seat. am I guaranteed that seat since I paid for it?,
"I'd like to take the Pacific North West Train from Suisun/Fairfield, Ca.",
"What is the latest train tomorrow, Saturday night to Seattle form Vancouver, BC",
My son is traveling on 352 Wolverine train from Chicago to Ann arbor Michigan. What gate or platform should he go to at union station. He is on 352 leaving as t 1250pm,
if a pax is 17 does he need to have an id or can someone vouche for him,
I am invite rested in the auto-train from VA to FL. Are very small pets allowed on the train?,
how do I find train travel from seatle wash to ankorage alaska,
i have a 10 ride multi ticket - where can i review the rides that i have taken?,
how much is a one way ticket to grand junction from denver colorado,
"Hi -----, was wondering how long it took from va to txt on cname-",
I am having trouble paying for my ticket;it's been added to the cart...,
"For the past 3 days I've tried to find tickets, only to get this error. How do I fix it? Sorry for the inconvenience. Currently there is a system issue preventing your request from being processed.",
I tried to change my password but the system said it could not process. Now I cant login using the old or new email,
"I have my ticket St. L.- Chicago, when I leave St. l. do I have to check in with anyone, what do I do?",
#NAME?,
"I just tried to buy a ticket, put in all info, and additional credit card verification and then it froze up. was ticket purchased?",
Are bicycle permitted in the train car on the 98 Silver Metor from Miami FL to Jacksonville FL? boxing the bikes is not an option as,
Good morning I would like to ask why it's not alone we book a ticket,
"Want to purchase roundtrip tickets for autotrain, Lorton to Orlando for 2 seniors , tjhird or fourth week in december,returning 1st week April, 2016. What dates are availbale for roomette or bedroom?",
"I want to see if there are any trains that go from Ocala, Fl to San Diego, CA Date is flexible. Anytime after Dec.25.",
How much is sticker from Florence sc to Atlanta ga on 11/30/15?,
"Hello, can I login to cname- using my cname- Guest Rewards information?",
How do I contact cname- at Chicago Union Station to see if they have something that I lost?,
"Hi -----, I am trying to travel from LA, CA to SF, CA by train. Is there a direct train route?",
Trying to cancel my reservation and credit my credit card but error message says the expiration date on my credit card is wrong. It is not wrong.,
How much is the train to Leavenworth for two? I will be working out of town and can't call! Thanks,
I am trying to cancel reservation ###### but website rejects card expiration date.,
What is the phone number for the cname- station in garden city kansas,
How do I merge my cname- Account with cname- Guest Rewards w/ one login?,
"Hi,----- question if I,buy a ticket via internet in kansas city for my sister coming from naperville il. can i send the ticket # can she pick up her ticket at the naperville station??Tx.",
"what is it going to cost me to go from riverside ca to chicago? leaving 12/16 , returing 12/30?",
i would like to book a trip ffom penn dtation north and returning to croton hatmon between 3 and 7 pm,
"Trying to plan a trip from Chipewa Falls, Wi to Raton, NM",
hi -----.... i would like to make an alteration to my ticket reservation,
Can you tell me why I have not received my e ticket,
I am trying to get a quote for fares from Deland Florida to Williston North Dakota and exclamation comes up in Red what does that mean?,
I am trying to book saver fair of 95.00 from Sanford to Lorton on Jan 3 but I don't receive the discount. Why?,
need to get to lost creek w va nearest train station to,
"I'm trying to schedule the autotrain from my profile, and it takes all my info but when it gives me the calendar.it won't go past dec 2015",
"I am trying to log in. I changed the password, have entered the new password and my membership number--have also tried using my e-mail--but i am unable to log in.",
I ordered a ticket for January 3 2016 at 4:04pm leaving Trenton and heading towards Newark De. I exited out before I could get my confirmation number down but I didn't receive an email about it either,
Are there any tickests I can book on the Cresent this winter?,
i am trying to find out if kingston r.i. station has overnight parking free?,
"Hi, I'm taking the 2224 Thruway Bus this evening departing BWI at 6:21pm. Is the Thruway Bus a bus or a train?",
"Hello, would you please e-mail me a receipt for my trip, Reservation # ------.",
"trying to us AAA for discount on 2 value round trip adult tickets, am i able to do this?",
what is the phone number for reservations? Not getting information I need online. Thanks,
When is the next available first class bedroom on auto train round trip from Sanford to Lorton,
What is the price to go to hartfield ct from ardmore pa on tuesday,
I need to know the price of a round trip from Buffalo NY to Chicago IL in March.,
hi to get from ny to fla the only stations r lorton va to sanford flais that right,
"Price of trip on auto train in Morton ,vs to Orlando, florida for two seniors in afternoon or early evening on Dec 28",
Looking for a view liner bedroom from Alexandria va or Washington pen station to New York penny station,
Can I purchase a train ticket after getting onto the train instead of purchasing it before boarding the train?,
why can't I book RTE to NYP on Dec. 29 using Guest Rewards points?,
I want a coach for a night trip to Montreal from NYC so I could sleep,
I thought I signed in as a senior citizen. How can I confirm that??,
"I've already registered my email address, but don't remember my password. I have requested a new one, but am not receiving the email to reset. Already have a Guest Rewards account as well. What do",
Do you sell cname- gift cards for train travel to present to someone for the Holidays,
How do I get from the Philadelphia 30th Street cname- station to the Philadelphia airport?,
I need a roundtrip ticket from orlando to west palm beach leaving on December 4th and returning December 6,
can I modify a reservation by adding a stop to further down the track,
Want to leave in the AM on 12/11 from Fullerton. Aren't there any morning trains?,
do I need to puechase a train ticket before I can board the thruway bus from San Francisco to the Emeryville station?,
I have a profile with cname- but my email address has changed. How do I update my profile?,
"how much is the fair from Kissimmee, FL to Hartford, CT either the third week in Dec.or first week in Jan or",
"How long will it take me to Meridian, MS from Ney York-Pen Station?",
Hi ----- What time should we be at the Whitefish station if we are departing at 7:46am?,
How much for a oneway ticket from Albany Ore to Cleveland OH for 1 adult?,
I have bought a one way ticket from Tacoma Washington to Salem Oregon on December 9 and cannot find it in my inbox. I don't know the reservation number. Can you help me?,
"Departing from Wilmington New Jersey to Burbank , Ca. 91501 how many days travel",
"need my itenary for trip in December leaving boston 12/27/15 returning january 3, 2016 -------------",
I NEED TO KNOW HOW MUCH IS A TRAIN TICKET FROM NEW JERSEY TO PHOENIX AZ,
Can I use the Rail Travel Privilege card to but tickets on line?,
why is the fare listed as $117 but then on the itinerary comes up as 138?ye,
"I missed my train on Saturday, Nov.28, 2015. I would like a credit for the $176.00 to be applied for future traveling sice I did not use it.",
I want to know the fear for traveling from Tucson to Panorama city calif,
#NAME?,
Why can't I have 2 adults and a child in a room?,
Whats round trip fare from Rocky Mt. NC to 30th St station in Philadelphia on January 15th and returning on January 18th,
"Hi, I am interested in booking a trip from dunsmuir to san luis obispo, but when i try to book online, I don't see business class available",
"Hi, Just trying to find out if the train from San Diego to Grover Beach is on time",
"Hi. I need to commute from Irvine, CA to Santa Barbara on a daily basis. What is the most economical option for me?",
Can I bring a pillow and blanket onboard to reserved coach seat,
what station is the cal. zephyr stop at and does it go to portland,
"I wanted to modify my ticket for today, however I received a a message that I need to use the same credit card as before as I won't be able to . I had to cancel that credit card",
we booked a train via your website but we are charged twice on our creditcard,
"How many points do I have on my cname- account, ############? Thanks, -----",
"my case number is ####### and trip confirmation is ------, but I cannot get through to lost and found",
why is my group tickets more than if I purchase them along?,
I am buying my aunts ticket online. She will be leaving from New York to Washington. She wants an actual ticket in hand. She cannot use the computer and she leaves at 5:30am window opens at 6:00am,
how long would it take to get from New York to Los Angeles,
i need help trying to find how many days it will take to get from new york to los angles on a train,
Is there a parking lot at the Jacksonville station where I can park my car for 2 nights while I travel on the train,
"I don't want to book the hotel, just train from Vancouver, BC to Seattle, Washington so can I continue my reservation",
if i leave utica on january 17 2016 in the morning what time do i get to philadelphia pa,
"How do I get from Hartford, CT to Morristown, NJ or near it?",
"Hi there, Im wondering if when I buy a superliner room - is that two tickets or one?",
I sent a package by cname- and I want to know the status,
"Hi, last week I saw that the promotional fare for Auto train was $95 per adult. Not able to see that in my cart",
Can only get one way instead of round trip. There doesn't seem to be a second page for returns.,
"Hi, how much does it cost roundtrip , from Norfolk VA to Raleigh, NC, if I leave Dec 19th and return Dec 24th",
I am a AAA card holder. I want to purchase a ticket for a relative. Could I use the AAA discount if im not the one traveling?,
I need to know the cost and schedule of the shuttle that goes from union station to lax,
im trying to schedule a trip but its not letting me it states my log in is not valid,
"Is there a train stop near Fairfield, CA on the line to Reno, NV?",
We have tickets for tomorrow morning @7:25 can we change and leave @ 8:43?,
"Hi -----, I am looking into purchasing a ticket on the cname- from New york to Washington DC in January. Train tickets say ""no baggage check-in"" does this mean that I cannot bring a suitcase with me?",
"Is there a train from Palm Springs, CA to St. George Utah",
"Hi -----, I've reserved train on Jan. 18, 2015 (at 8:30 AM departure) in New york Pennstation",
I need to look at a weekday schedule for the Newburyport Rockport train line.,
"My mother bought my ticket and accidentally put her name instead of mine, I am worried they will not let me use the ticket",
hello i need to know a price from springfield ma to aberdeen md,
I am a single mom with 3 children 2 - 3 - & 7 yrs of age why do I have to pay an adult fee for my 7 yr old,
"hi want to take a train to south centeral Colorado from Denver, but site keeps putting me on a bus,",
Can I make a reservation now and pay for the tickets in cash at the station?,
I am trying to book a round trip from San Antonio to El Paso around January 1 and coming back 5-7 days later I can't seem to do it,
Are there any additional safety measures being taken on the auto train?,
Hello my name is --- I would like to know how long does it take from Eugean OR. to Lancaster CA,
#NAME?,
If I buy a ticket for a certain departure time can I catch a later train if I miss that time?,
I am trying to find a train from Philadelphia to New York Penn and have a bag I need to check what are my options,
When I tried to pay with my American Express card I couldn't continue because I got a message that my number was too short. My card number was correct.,
This is our first time on a train. Do I get assigned seats? Have a family and need to make sure we have seats together with the kids? Thanks,
"Hi -----, I'm not able to type in my card security code",
"hello. -----, i just tried to buy tickets. But, I am not sure if it is successful or not",
how do I book round trip tickets from newark penn station to cary north carolina?,
I'm a person with a disability I'm under 65 what document do I need to present,
"i purchased a ticket for my son and he never used it ,can i get a refund ?",
I will be leaving the BWI station. How long ahead of time do I need to get there? I have my ticket.,
"How long is the train ride from Boston, Massachusetts to Birmingham, Alabama?",
I need to reset my password but I haven't received the email to do so.,
Hi ----- do you have a Train that runs from San Diego to Everett Washington or does it just go to Seattle Wa,
I have ticket on the 330 Northwest Regional tomorrow; is it possible to switch to the 2 pm?,
"I have a trip planned for 12/04/15 from Eugene, Oregon to Portland, Oregon. I need to extend my itinerary to Vancouver, Washington. How can I do this?",
"I wanted a ticket from Baltimore penn station to New York Penn station and just noticed that my assistant booked me from BWI to NY Penn, can this be corrected?",
I did not use a one way ticket from 11/20. can that ticket be credited towards a future trip,
I forgot my password and clicked on the link asking that it be sent to me. That was hours ago. I still don't have an e-mail with the new password.... What do I do now?,
